date,special,prize1,prize2_1,prize2_2,prize3_1,prize3_2,prize3_3,prize3_4,prize3_5,prize3_6,prize4_1,prize4_2,prize4_3,prize4_4,prize5_1,prize5_2,prize5_3,prize5_4,prize5_5,prize5_6,prize6_1,prize6_2,prize6_3,prize7_1,prize7_2,prize7_3,prize7_4
2025-05-27,93735,84193,28266,46345,99568,32674,30576,3693,32220,9852,7220,3060,1801,5251,7130,7278,8916,3626,272,3702,365,749,394,37,79,3,6
2025-05-28,27634,95953,63828,88926,10330,72375,95416,6622,41822,64937,3203,3000,8254,8382,4169,6955,4558,8003,529,358,984,873,568,52,33,98,37
2025-05-29,76901,49334,26013,65242,21603,83257,20797,17760,32822,70260,3787,5717,9080,8111,8127,9310,9653,6114,2105,5667,155,623,858,77,90,25,93
2025-05-30,75476,65206,49539,27171,55130,31079,51152,32275,88629,40537,7208,5287,9211,2898,3649,8471,8732,9988,3533,5032,369,719,344,41,4,95,64
2025-05-31,98585,98551,49899,53071,46248,93512,16572,39823,50594,11769,2511,770,6957,3715,8024,128,5067,208,7924,122,571,620,347,67,51,9,21
2025-06-01,55139,20690,74769,38063,13360,56508,32540,11058,34922,51401,7950,5978,8821,830,7190,2672,9858,3119,6093,37,842,981,511,21,58,83,30
2025-06-02,74268,58360,398,19382,22369,23814,32771,42198,18920,72976,5139,2250,9482,1186,2972,9974,4520,9120,7097,5040,239,645,274,11,12,94,84
2025-06-03,61194,47634,87077,41121,16245,4659,81887,11375,95659,4135,7802,6032,9180,4671,1168,7118,4097,7275,5982,3138,810,730,148,72,39,35,13
2025-06-04,37921,32098,76169,10479,86740,29697,17169,30664,85289,65955,8480,7522,2956,7471,3919,8723,1456,4640,3891,25,831,694,705,22,51,71,55
2025-06-05,81062,435,97168,2728,9121,20539,564,59713,59172,30057,4081,3673,6542,664,6497,4350,3535,541,1633,906,915,805,31,95,30,87,86
2025-06-06,44792,3608,86000,64720,57612,57854,79841,59139,79298,82797,8577,7362,4025,5012,9730,9389,6789,1850,9881,9201,237,234,22,20,41,76,19
