date,special,prize1,prize2_1,prize2_2,prize3_1,prize3_2,prize3_3,prize3_4,prize3_5,prize3_6,prize4_1,prize4_2,prize4_3,prize4_4,prize5_1,prize5_2,prize5_3,prize5_4,prize5_5,prize5_6,prize6_1,prize6_2,prize6_3,prize7_1,prize7_2,prize7_3,prize7_4
2025-09-12,58686,25026,26420,94274,19938,44338,89465,17028,57451,57303,4346,5321,50,4814,6943,8118,7522,8131,4984,9201,926,348,349,83,5,23,1
2025-09-13,2401,87189,35765,93276,95992,70874,29597,93375,91851,18765,8314,8485,5070,8002,8982,6450,2538,8604,9611,4829,257,334,253,28,93,80,24
2025-09-14,91807,49414,79092,72800,5927,28968,67553,59128,5797,66009,8888,6679,209,369,274,2620,974,2523,9633,8482,825,466,649,60,4,12,89
2025-09-15,95946,89884,97044,42891,170,80907,8686,90019,91631,35432,5860,288,7437,4495,5127,4301,6444,4358,3399,2500,224,616,465,82,33,22,26
2025-09-16,17705,13036,76900,78768,73396,16527,26221,86471,47830,63620,7391,8287,4952,3145,1770,7526,8472,3722,1192,925,479,389,851,12,29,11,33
2025-09-17,58005,6756,68134,97078,29542,36234,80889,67063,2214,95818,9744,4722,5167,4867,2580,3700,5451,4480,2108,4413,634,523,318,41,1,64,30
2025-09-18,44450,80569,92755,4311,59382,41688,10274,21670,71800,402,9009,2018,3546,8513,1771,965,6776,623,7173,9530,475,989,682,69,93,5,59
2025-09-19,29846,87243,71895,33123,37653,81077,50024,19199,43546,96983,8147,4478,5879,438,1742,866,1764,4119,1483,9557,528,353,362,13,56,22,45
2025-09-20,86590,16423,18362,33869,13728,36883,26173,9234,69294,41645,9114,768,6867,3742,1360,766,8274,1839,4492,9692,455,691,286,76,41,37,40
2025-09-21,75471,16413,78324,66488,87743,139,95115,1044,40809,54296,982,8516,1275,4194,6625,2574,5261,6228,6903,8630,697,783,794,93,74,87,88
2025-09-22,47461,29620,85899,15665,26430,2650,46909,20558,90939,4310,9753,4404,670,1801,2565,3034,889,9594,9843,8914,604,201,895,86,69,16,38
2025-09-23,36888,95243,34439,38882,53437,42149,76614,56658,81602,10335,8803,1873,1965,7168,4895,2216,9557,7631,2811,375,509,775,640,12,77,99,75
2025-09-24,77859,41120,98657,17732,55475,9588,76234,64516,84153,83266,9218,4048,506,9457,3509,1492,1834,4444,7671,5533,284,831,408,65,82,57,17
2025-09-25,63263,49075,94334,71143,37289,23531,99079,9780,96237,22285,9402,6194,2057,3975,7820,9749,2423,3409,9020,9063,424,875,42,58,68,97,7
2025-09-26,43223,6370,7755,39198,65462,42631,2891,49996,1741,74067,6277,1038,1364,3271,2987,3034,8336,8235,5526,8921,287,186,349,62,87,95,18
2025-09-27,92519,15736,30092,27079,93336,66831,48268,69292,21823,48471,7020,7912,4723,2659,9304,484,603,6991,515,8169,282,687,31,68,93,30,56
