date,special,prize1,prize2_1,prize2_2,prize3_1,prize3_2,prize3_3,prize3_4,prize3_5,prize3_6,prize4_1,prize4_2,prize4_3,prize4_4,prize5_1,prize5_2,prize5_3,prize5_4,prize5_5,prize5_6,prize6_1,prize6_2,prize6_3,prize7_1,prize7_2,prize7_3,prize7_4
2026-06-15,71680,62845,66605,34138,77489,1083,72269,88174,69623,43631,1167,8613,8192,9024,8441,9252,6691,7536,9217,5638,774,907,243,62,86,27,0
2026-06-16,80384,75429,65858,40175,47665,24523,93872,29148,6321,40762,1455,8744,3901,8229,5223,8228,1786,703,2196,6546,710,36,784,11,59,55,70
2026-06-17,71203,48645,2687,31013,58104,56401,2440,62235,29860,87115,1081,7884,5564,8913,94,3786,7232,4336,3826,1492,411,703,695,21,16,61,97
2026-06-18,15032,96675,55836,27341,30537,37226,15283,85155,7752,33106,3023,3583,7460,2755,5691,1765,4030,1091,2586,8796,927,271,124,33,8,5,68
2026-06-19,63155,42245,17963,84785,37852,82670,42484,75217,3004,95391,752,8249,9491,2554,9759,4601,5275,5409,2611,7644,21,745,601,50,64,44,35
2026-06-20,54860,81659,44115,93394,99367,59941,41617,47095,25632,63952,2296,2257,5342,679,3567,9106,619,1389,3103,8205,461,38,213,96,76,85,68
2026-06-21,28083,98033,91687,21982,76861,94628,56951,14372,5628,8730,8329,225,5769,1065,8206,7740,6743,9491,137,4981,595,625,140,94,33,7,13
2026-06-22,62136,54550,30875,24316,59758,19481,61360,73165,38720,37788,4185,722,6889,2840,2646,6881,7363,7989,7683,564,92,906,532,92,54,23,47
2026-06-23,50437,80903,15900,70391,39025,37187,34697,82412,24933,25718,9351,5445,8890,5897,5955,6167,6113,6975,1354,5853,240,458,180,38,83,93,62
2026-06-24,52751,36959,37307,45367,2693,48857,5169,38906,94790,63712,3055,2555,1947,3358,4137,1353,3105,9543,5086,7288,602,238,63,98,54,66,21
2026-06-25,1816,38528,75976,64522,90715,15200,64401,89980,28369,99121,3317,8460,4356,9190,5793,7127,1825,3106,7722,282,351,666,295,38,3,36,50
2026-06-26,54804,86432,13809,71189,84499,40692,91395,5447,73585,22491,1847,1767,4634,1676,8045,9732,3792,8084,387,6299,792,888,146,32,75,34,7
2026-06-27,9253,77988,47765,74645,12147,62526,91680,80964,11647,107,9245,4476,4247,827,639,1313,757,8887,4331,680,465,739,135,95,48,91,68
2026-06-28,12452,17149,78543,9227,4630,4283,69042,24619,93901,21143,6660,5298,1396,4449,3504,54,1193,2284,8711,5407,6,473,114,85,41,55,36
2026-06-29,37642,47110,81418,41783,28815,70574,27729,66429,4690,34208,3076,9255,1860,8838,5877,1562,7701,6084,7290,1945,244,631,879,94,8,93,70
2026-06-30,60468,31651,71173,80230,59780,20731,1625,23203,2640,30168,1992,5360,537,8142,3932,1982,4526,9295,8417,6527,359,277,412,33,90,97,12
2026-07-01,31854,28354,12465,72384,32906,4292,63731,65959,51261,35224,6100,2989,3278,6536,7660,3350,5711,7836,2034,1179,131,832,553,91,7,35,80
2026-07-02,51139,53733,86448,48515,7052,19022,53831,65638,24025,5951,3115,9949,8111,1689,4973,7396,1950,2740,1419,5208,559,824,270,59,78,33,70
2026-07-03,18165,26965,12215,36248,64733,85281,24897,21858,21724,74653,3919,1651,4954,7252,2921,9715,3310,9232,2561,9734,844,218,771,90,68,92,13
2026-07-04,14887,34848,1608,69074,70279,94314,627,79420,61802,22704,2687,6160,7283,5179,1327,6447,6008,1845,8606,7255,678,637,222,73,54,87,91
2026-07-05,66771,64531,53751,62057,22964,18198,37503,11113,9823,4737,9277,9799,6109,123,604,9280,2063,1981,9947,517,990,376,186,99,35,3,86
2026-07-06,43497,95103,29328,79523,68679,66934,67183,82777,47332,71370,7755,7395,7104,2429,4686,6183,1236,1832,1799,1915,671,856,356,30,55,89,20
2026-07-07,92579,90726,49846,84937,30193,70011,72314,45411,2081,47854,8918,4442,1106,4996,7713,3696,247,9389,6262,7366,224,421,186,80,62,54,81
2026-07-08,95089,8999,83641,48473,28237,44980,5900,3477,60863,52341,979,9700,6880,1727,7987,7967,7278,8520,5987,2190,71,707,726,20,1,81,19
2026-07-09,69185,65749,93061,88894,87413,10392,19463,76869,45291,19660,3400,1510,3495,2884,9219,622,9568,4458,73,2340,349,724,191,13,5,64,46
2026-07-10,72767,61760,97537,51581,42362,67566,13136,6645,1113,60061,250,4119,6753,6183,554,9113,8482,1034,9727,1194,16,402,443,96,20,31,73
