date,special,prize1,prize2_1,prize2_2,prize3_1,prize3_2,prize3_3,prize3_4,prize3_5,prize3_6,prize4_1,prize4_2,prize4_3,prize4_4,prize5_1,prize5_2,prize5_3,prize5_4,prize5_5,prize5_6,prize6_1,prize6_2,prize6_3,prize7_1,prize7_2,prize7_3,prize7_4
2024-11-23,18720,21042,82851,38158,82910,53857,57021,46408,55039,45099,353,9560,4628,9728,6856,8038,3607,4798,9073,4713,754,602,127,85,51,1,49
2024-11-24,92630,16012,45864,74112,86567,28295,59200,81307,94064,11005,7687,5665,2932,1891,3807,8478,2432,645,7324,8280,177,246,446,78,2,53,65
2024-11-25,74580,26464,12375,57481,514,95988,62774,90686,47254,66717,902,9493,3979,4873,4716,1027,4190,144,5207,6850,636,748,421,6,46,88,89
2024-11-26,89664,63847,51704,89733,16272,73186,33338,86937,51462,7907,2142,1586,2778,6332,4904,2179,4028,6111,7948,4184,54,788,681,4,46,35,67
2024-11-27,74465,51047,77204,52817,11717,2059,49896,13242,1602,32930,3950,8918,4425,1762,5262,7188,4939,9153,7880,1851,258,306,543,60,78,76,94
2024-11-28,85330,116,46312,54286,19444,69299,9508,66167,31947,26012,3894,2602,8270,9083,1556,2183,5099,8447,5855,4113,391,346,279,89,3,7,84
2024-11-29,30676,10079,58506,72999,47027,9028,19905,59198,9708,87772,1576,7396,7018,4138,8030,2300,5859,6866,2662,3804,422,480,345,82,30,56,90
2024-11-30,93376,6046,42955,75105,17444,75107,11181,82857,12111,25156,3216,1512,4084,6804,8926,8819,7427,5478,8671,6023,990,523,985,4,53,96,93
2024-12-01,24735,50844,55402,90127,58339,26595,50625,46931,25712,14804,4560,7943,1461,4194,7494,3723,6911,5978,609,8373,282,121,772,59,28,39,55
2024-12-02,83662,64347,15362,3313,50572,76761,16093,66704,44095,77897,2779,1967,8467,1875,7460,4284,3760,8370,8923,8861,460,290,143,89,6,5,30
2024-12-03,67746,31498,18015,49463,94675,35509,67328,56840,35270,85399,8351,9757,2570,4230,6801,6798,197,484,8093,8734,921,200,785,26,86,20,99
2024-12-04,34086,56378,47228,16867,55484,71800,37420,93477,78700,15479,6906,875,3634,786,2140,5531,5576,9138,466,9379,479,435,895,70,32,50,4
2024-12-05,82300,1356,68906,62949,56143,49131,88808,81537,2312,67297,1919,2414,2264,4469,4122,8488,8243,9771,9529,5169,836,771,53,49,95,14,34
2024-12-06,60351,59594,12859,78159,32648,75950,61831,59373,37321,89604,6634,7146,487,1252,5805,6299,484,8850,5367,2024,668,298,158,95,77,83,36
2024-12-07,44474,19969,95915,80941,36419,13676,95039,38955,73883,22581,9152,8810,8115,6349,7152,4761,5741,1313,3705,1376,177,297,891,50,85,88,22
2024-12-08,37056,94609,65258,31875,21097,50385,347,86299,15956,27231,3403,4470,8272,8707,1337,1792,9543,5525,7170,1820,142,426,845,64,90,33,97
2024-12-09,28448,24009,32996,79344,11194,61738,39525,12966,10252,89737,6987,3463,6626,1849,4267,5167,1981,9003,2569,6653,551,657,587,60,23,3,16
2024-12-10,63160,2514,95852,4598,14508,33645,17598,77745,5064,12302,8422,2567,3016,4035,9292,6293,1420,3962,3647,139,317,559,30,90,3,86,20
2024-12-11,70317,20307,78636,83276,24520,59553,29523,4023,66706,88225,958,3489,7066,3607,3151,3614,1599,4795,8462,7636,753,331,978,2,20,76,49
2024-12-12,66432,18010,79522,3844,29937,40042,24529,63112,53884,31294,1853,7761,5506,8612,5179,4820,4383,6217,1244,9190,316,612,850,20,24,98,56
2024-12-13,64368,69269,81152,35755,43583,7375,17659,74270,18075,41687,1540,1549,9248,7675,9028,451,2817,8319,5045,5711,675,324,219,22,87,85,51
2024-12-14,74078,26569,63128,77691,80803,23082,78074,22286,73218,94996,5691,3129,2136,9128,4509,2826,3105,8293,5638,7446,461,100,49,91,37,65,6
2024-12-15,48350,58910,43616,45570,5346,76419,14342,53429,64140,32918,9575,3046,7791,9266,8296,3949,5515,3500,8907,5687,478,701,440,95,84,59,91
2024-12-16,3729,36916,92851,46389,58450,13589,23835,42907,41622,28478,5625,4146,1468,4175,326,876,8964,7079,3100,8131,722,912,793,76,29,77,6
2024-12-17,37373,4362,18296,40060,23213,46497,70923,7685,44636,91896,610,415,1374,4436,4506,6545,6820,2942,237,7966,314,219,187,73,95,56,23
2024-12-18,55570,79175,75161,8782,8806,85048,48932,73882,10910,76101,3405,347,489,9362,9879,6721,5015,902,7528,2136,9,608,189,41,93,12,47
2024-12-19,25532,16517,4369,64165,39402,53743,10057,87251,56856,95355,4431,7063,9918,3509,9236,51,9816,8021,3591,5319,667,539,306,58,74,47,92
2024-12-20,92443,48844,62101,38917,87364,24247,40199,4043,4273,50990,3612,4174,8984,3920,1984,7289,3597,7834,6410,3801,68,398,224,92,69,97,27
2024-12-21,48015,78660,82701,17499,98129,53004,45690,5867,68250,7584,6196,9555,5011,3835,1804,2376,1119,2116,8272,1752,273,492,546,43,66,76,51
2024-12-22,29418,75023,54736,58005,16617,53420,18931,93663,98297,36254,4564,3206,3868,4813,5689,604,2345,49,9460,3644,45,601,910,34,98,62,63
2024-12-23,33629,72149,88008,89957,424,94283,90236,59995,68619,91450,1760,8527,5853,9913,2150,1346,2442,5855,2971,9352,419,720,376,94,97,61,90
2024-12-24,55444,34198,43856,51124,15066,93536,48053,85240,44192,18171,2211,7215,490,8530,9710,5374,2491,8974,7595,639,166,854,195,95,38,88,55
2024-12-25,36462,38738,52460,25573,40678,6640,5685,35860,61599,51608,9689,3921,2553,2536,3665,1793,7210,8147,9223,6164,749,895,355,89,86,72,82
2024-12-26,52460,96610,16753,77993,23131,92515,68153,36923,23897,28265,1473,4432,4791,4894,7914,7865,262,6342,9174,3370,765,550,377,48,55,61,22
2024-12-27,23844,89821,4048,39335,22539,96482,1197,13242,83981,55281,1361,7904,2370,6678,4470,6592,8720,349,2867,7343,43,543,396,5,90,61,32
2024-12-28,46965,46869,54251,65140,2129,23578,39222,33086,12353,22340,5323,2811,2349,766,3304,4659,5792,3103,246,3817,464,838,569,66,96,77,75
2024-12-29,18303,63450,17373,2317,62032,73898,67507,10140,34690,31376,5471,5063,5542,9692,3954,7544,8553,4129,2559,1943,348,183,209,80,30,12,16
2024-12-30,34071,85687,55202,84467,64837,67592,433,10933,84813,1310,808,8871,1096,9171,7562,8884,3508,6484,5334,6745,432,971,308,98,95,90,11
2024-12-31,35327,96315,50143,20206,7932,8988,36264,57903,44283,79535,4414,7210,7445,6147,5351,558,3252,730,7025,6593,993,346,71,61,98,60,15
2025-01-01,14462,23961,11850,58917,76213,16329,40438,65310,89607,17340,6461,8442,9696,2634,2388,2540,191,6655,8112,6270,488,364,970,25,38,10,40
2025-01-02,96404,64662,92210,99039,2542,91158,26937,2514,44417,55864,6570,2854,3591,7744,7983,8312,7627,7436,2938,8100,191,798,368,63,73,66,86
2025-01-03,75406,90452,47297,54707,83446,84616,55020,37505,37274,64521,2675,3639,7203,662,1197,5732,9750,4562,9880,4500,682,709,781,30,51,44,29
2025-01-04,42901,74233,48034,71891,34897,91612,51083,26183,65426,98991,8422,2213,8696,7427,998,6633,3330,7931,7757,3894,618,585,617,62,61,54,31
2025-01-05,21251,85420,63358,13435,48213,98853,94393,86758,67052,58519,6881,6185,8417,1916,3873,6715,6354,7518,725,6980,271,170,986,6,90,23,19
2025-01-06,62708,26920,92338,58151,55398,89663,71876,89981,27657,57431,6579,3053,1649,5825,8123,7529,1759,2983,9008,146,34,953,653,92,5,62,91
2025-01-07,91787,7070,21007,84703,79535,10529,51094,84405,26436,3694,4225,7599,3012,7402,509,7620,5015,3481,3793,8661,572,442,369,89,1,73,47
2025-01-08,18815,52979,69958,31176,63936,83814,99816,27949,20827,58184,2029,5588,2618,3450,2431,1409,137,4123,189,1089,543,713,648,87,32,69,86
2025-01-09,27229,15975,62766,94319,11114,16859,36682,39533,57045,10557,9286,2317,1025,6726,162,5427,3772,257,9194,3546,53,160,794,37,33,85,28
2025-01-10,65219,93641,83407,91579,66391,48893,25011,39708,13428,57610,5652,8156,777,6427,4317,8010,5905,9948,5434,2792,764,142,657,95,41,56,54
2025-01-11,42695,12877,87021,18340,13551,61307,79594,87441,39319,95111,5339,4385,1652,5975,8766,5646,7877,4058,9669,3639,289,716,223,68,85,90,76
2025-01-12,12352,26503,82489,60939,43648,92896,86188,82027,24900,15987,3993,3422,5662,3991,5654,9358,9702,6929,7499,3752,567,338,187,94,24,71,45
2025-01-13,35675,94675,34443,92946,28149,69910,25010,28210,14861,52627,4321,9440,2488,9050,3199,4851,1316,3995,47,6708,287,886,813,97,22,58,88
2025-01-14,58617,37021,278,31762,93528,89845,51572,86390,87337,31351,9954,3162,5342,5621,4875,7395,402,950,3050,2607,863,661,104,55,39,66,37
2025-01-15,91182,8091,35179,3315,47950,74647,29496,24866,29659,70313,7925,7766,4147,3651,9724,4799,7339,8626,8774,4808,381,515,169,50,55,18,59
2025-01-16,27233,72386,29513,45763,20319,34593,57200,93370,78494,65788,7430,9871,9189,7139,4668,6352,296,2553,5986,1668,84,928,612,17,58,51,74
2025-01-17,16256,66008,79126,99115,57375,41790,44586,23229,50136,8420,5033,8982,7706,2139,3568,7587,9150,5080,1416,7709,441,463,430,99,63,50,18
