date,special,prize1,prize2_1,prize2_2,prize3_1,prize3_2,prize3_3,prize3_4,prize3_5,prize3_6,prize4_1,prize4_2,prize4_3,prize4_4,prize5_1,prize5_2,prize5_3,prize5_4,prize5_5,prize5_6,prize6_1,prize6_2,prize6_3,prize7_1,prize7_2,prize7_3,prize7_4
2026-02-25,48153,94401,14959,95063,67852,8790,92001,32702,31735,1631,222,5116,3649,3724,8450,366,154,7196,5248,7701,410,44,718,84,30,13,67
2026-02-26,86408,33453,2973,89033,26458,2328,47651,14451,71896,93956,9950,5001,1794,8308,8160,6608,5967,6156,7330,9398,609,108,352,50,41,65,99
2026-02-27,13283,70345,1554,23922,42516,24330,17997,70853,26007,16931,5944,6781,6597,8740,8512,6208,7633,7838,2994,2531,247,554,108,57,42,39,13
2026-02-28,47891,23959,926,60107,66427,71045,98617,12286,91562,98368,9607,4464,5447,3035,1738,5716,7793,1441,7224,1677,94,495,672,65,82,97,9
2026-03-01,90148,20116,9827,74465,15703,6203,13706,7938,1540,95651,7572,6902,4082,6661,8156,7191,875,7747,1348,651,248,357,890,92,73,60,77
2026-03-02,75257,18045,52704,5590,96296,27117,56279,77805,67303,39745,7707,2749,1020,8081,1983,7224,6773,6641,9130,1735,205,397,508,45,61,98,0
2026-03-03,70078,40950,66118,40389,31047,8184,43369,6141,22438,96241,4710,1311,2871,3800,3937,6820,5108,1978,748,2759,437,240,408,21,36,77,79
2026-03-04,10619,13245,69150,47741,26251,44791,25742,9992,40402,26367,3409,4837,1862,5415,8642,31,73,4613,7360,3672,895,439,658,5,26,91,35
2026-03-05,16659,15079,45592,87782,3563,95657,30432,94002,14594,66474,4109,582,6685,4430,6808,1382,2571,1225,270,22,331,968,885,99,40,14,61
2026-03-06,38249,53250,1244,88779,37366,95788,55078,78381,54571,85851,2832,865,5758,6646,6585,1092,3994,2111,8745,1194,854,610,140,14,71,85,1
2026-03-07,51951,40173,72851,79896,14269,77243,55128,30123,67715,38232,3646,4663,3778,2128,6631,6212,620,2768,6603,8099,491,495,597,43,21,64,83
2026-03-08,81336,22075,83524,88647,52835,80805,90583,51289,63588,50162,519,3798,9052,7138,1762,8391,8947,3527,8829,3753,787,365,384,74,27,24,42
2026-03-09,90580,4540,94487,98098,35606,42538,65963,22001,91804,58627,2392,4618,1552,6353,352,1716,6704,6184,8080,236,614,41,733,53,35,65,20
2026-03-10,22342,94158,15150,54728,54956,51799,30902,86743,33555,90409,4484,660,479,9450,6762,1399,6702,6991,1310,1484,477,990,927,37,95,78,51
2026-03-11,30368,29356,46164,75498,33789,7705,75150,95564,84551,53231,5708,4870,118,979,6196,1569,5628,2636,8647,9269,680,383,179,97,71,9,43
2026-03-12,72124,28130,57732,6509,4837,51117,25464,89493,84646,83696,5204,206,7341,7510,7207,8438,1291,1245,9366,6330,270,656,927,90,8,64,59
2026-03-13,86759,14807,29887,5412,12237,7575,20703,49064,38489,96740,5533,1577,5021,5626,1130,8256,5000,5668,5215,8087,742,489,430,88,90,10,65
2026-03-14,56848,73483,92423,3127,91144,79528,68003,34736,86805,73286,8396,4678,6700,668,9231,4787,8494,9238,8841,1247,214,587,621,52,55,92,91
2026-03-15,1770,90396,93620,88013,31307,29198,55857,83618,47659,16535,2842,2991,522,4344,8085,5101,1052,5669,4280,8397,103,122,461,68,84,38,76
2026-03-16,77552,10246,83858,72874,61930,90777,3788,69003,5296,26446,4795,3934,6784,6764,974,2426,8556,151,3235,5587,57,133,52,47,50,39,28
2026-03-17,7969,9435,75015,57586,84001,17754,44799,23752,50930,666,1801,972,1330,3310,9690,1372,3721,1627,1810,4363,239,362,997,90,22,75,93
2026-03-18,25287,45570,65174,30981,37360,97963,32585,1475,14972,63233,5608,5580,4895,7625,2364,9998,7381,7057,8691,2366,530,424,699,57,16,30,29
2026-03-19,75495,65394,11823,78281,55791,64593,46652,73481,19112,67150,2277,6560,3625,8563,4758,4339,9656,4597,2073,2211,415,122,293,56,52,6,41
2026-03-20,81124,4983,290,63046,29024,89600,67378,1615,10314,17902,1127,9490,3116,9388,1781,4301,2491,1917,1409,6293,536,762,964,57,44,80,32
2026-03-21,88594,19952,27619,72234,60611,75467,63729,94907,97040,24194,7514,2499,5992,4648,4116,7168,4360,2697,5970,4728,888,151,984,92,26,43,5
2026-03-22,58646,56121,38604,79618,39390,29082,23973,57243,36911,81249,6597,3406,5752,7016,9261,8191,4162,9138,1933,9913,65,454,913,80,11,24,39
2026-03-23,77514,24090,50525,97318,47731,60452,40281,9169,89329,77930,9754,8292,9859,1069,9514,8857,9,2277,2631,8725,916,952,302,89,44,29,28
2026-03-24,3829,39331,28736,20562,38181,15270,27945,79080,62309,88699,9163,8720,8923,991,202,1721,424,8973,4490,1213,364,509,375,7,96,47,40
2026-03-25,53988,71466,22728,42861,90932,68244,46533,34712,50682,63621,8233,8490,9513,9360,6007,9020,8451,1887,568,356,811,195,876,24,74,0,95
2026-03-26,44693,60794,14552,17487,81985,47014,57792,95318,78875,67162,2166,9428,5602,2636,1902,5487,2110,7982,9799,9727,551,696,336,11,95,82,49
2026-03-27,61332,833,6749,90784,33991,15957,12620,79296,77418,49338,2776,9180,8286,8265,7005,5021,9525,3674,5538,5814,938,124,130,16,10,4,65
2026-03-28,96422,19843,50838,44534,29883,54840,33497,94988,98142,42209,1804,3611,2755,569,7194,9927,2925,1164,2143,4991,188,358,385,9,61,76,18
2026-03-29,37188,60695,97205,88249,8030,17531,24964,66457,58967,53051,1573,8230,9688,5058,7370,3151,8175,1811,3534,4776,387,717,786,86,6,13,81
2026-03-30,64464,41265,35323,13001,87361,16446,88711,90431,88072,67627,3503,4562,6592,8933,5861,8919,8028,3677,1240,7438,476,413,928,20,34,7,62
2026-03-31,11591,46549,20316,15526,47620,89503,71174,31267,73656,65742,4748,4380,8979,977,9613,2808,6091,705,8330,7200,345,847,831,70,18,23,78
2026-04-01,31666,86408,48955,61411,1938,88321,89779,28502,50890,31774,2458,7917,4776,6202,2890,1221,1109,1651,2355,3979,155,51,728,37,16,52,20
2026-04-02,91267,39150,10890,48921,18329,28632,19831,96395,77398,59259,214,7865,5583,4111,3084,4821,9506,7517,2862,778,989,344,934,39,95,40,93
2026-04-03,12944,72191,50258,41660,34361,52424,56036,29652,85704,99491,9687,5975,6794,6176,5598,1954,9760,4897,6355,9844,980,409,442,86,15,29,54
2026-04-04,29737,79282,116,77241,70880,82943,2709,44672,81509,93589,9083,4223,5256,5863,2351,4993,904,6797,7642,251,566,49,726,59,48,40,41
2026-04-05,2855,71740,51070,27552,32449,39959,93599,44934,96956,17561,7869,6709,2631,5878,2298,4530,5069,3325,1358,4734,307,268,825,41,61,73,89
2026-04-06,76406,32332,35761,74987,43531,91483,52995,87510,92287,57421,1232,5201,1252,5915,4545,3241,6779,4732,3943,717,331,29,877,65,33,91,26
2026-04-07,2382,47829,25691,80283,18138,36208,47495,3593,35324,83886,3225,6159,5531,4192,2613,8522,2970,492,4736,6147,405,177,836,85,72,10,77
2026-04-08,27450,93235,58678,36197,99892,5641,12842,76202,30699,35985,2820,8638,4633,3830,5845,2265,7001,1726,3945,109,933,1,877,60,94,0,26
2026-04-09,45625,95649,50412,36214,48032,5964,80760,72118,18594,27094,2330,4939,204,3673,6179,8937,8895,569,5008,5753,453,556,741,32,41,72,84
2026-04-10,46120,25818,79478,2773,62472,17689,66422,79123,21854,58507,8669,1207,2080,1472,6930,7010,2405,537,7428,8364,237,366,323,7,37,42,79
2026-04-11,24204,85603,38633,60657,86159,53398,89820,48574,307,27917,5568,3662,3844,5731,7073,9750,4249,4430,7270,7913,97,494,880,57,71,16,80
2026-04-12,12000,76562,54817,5087,45569,99108,77582,96342,72891,39720,3967,3599,2205,2791,6763,7161,5619,9737,6123,5397,54,360,384,95,68,77,25
2026-04-13,22738,17809,6660,41260,27814,33846,35851,79609,46381,92520,514,5426,900,582,699,7964,9148,6945,4313,811,536,189,368,20,19,10,2
2026-04-14,92763,43133,30333,99565,7912,23633,11391,55369,19973,5043,1103,7294,6485,2571,7971,6779,2891,7250,3527,8536,589,865,212,26,57,13,22
2026-04-15,3714,73668,70849,42878,36930,7828,89755,37165,72473,21432,7489,471,820,4710,7118,5672,7668,3808,4958,6875,710,526,102,65,59,88,93
2026-04-16,35035,97627,32561,50740,98510,74537,94793,79540,88709,79848,5022,9828,5081,615,1860,1658,3676,3091,9172,4378,311,712,195,69,18,33,87
2026-04-17,38455,64514,96963,91177,17860,64337,85166,9392,97001,96481,3605,371,2917,2592,711,388,4960,5179,4972,1376,706,991,651,30,27,13,77
2026-04-18,17243,4013,57720,45649,6869,33442,67961,83654,7214,25760,3092,5365,3768,2615,6173,7658,4136,5645,2979,9831,872,43,819,95,74,59,53
2026-04-19,93725,14016,47398,67764,92514,1445,79254,82781,96209,53870,7769,444,7194,6359,7562,7647,7013,693,3503,7516,329,55,725,82,87,8,16
2026-04-20,74197,88897,75281,83073,29125,9606,31567,93696,67272,21532,4114,721,708,206,2853,707,7804,9339,4057,5308,466,461,61,34,6,47,39
2026-04-21,48076,66442,97779,94665,99325,62275,67099,62579,8364,91083,1513,6031,9510,5834,2340,276,5636,6796,4193,2974,695,382,521,9,13,22,95
2026-04-22,36948,96041,9028,27803,67373,92273,1401,29007,70125,77891,9370,3839,8509,9528,205,3067,6198,5898,2470,6631,148,820,556,52,64,72,79
2026-04-23,66239,39591,18058,22407,81305,9686,17519,22201,69265,32721,5596,1384,2654,9942,4202,7044,3363,261,196,7831,839,220,691,22,63,99,57
2026-04-24,9876,34379,6537,43498,63772,60051,51342,47728,5907,16950,7574,6080,9245,1822,5393,4113,2809,1962,1729,8284,355,334,771,5,84,11,14
2026-04-25,8717,1150,17796,37212,10242,98048,36694,43306,36879,19611,3690,1869,6374,4515,3735,6499,3927,4766,8643,6855,230,66,609,27,99,57,39
2026-04-26,38228,25708,18653,91985,13120,66145,38517,42208,31263,52271,1375,6341,243,1189,381,9484,362,9648,8227,7191,146,228,405,30,86,5,77
2026-04-27,10059,97664,46804,53185,67397,82511,78845,75249,32694,58156,8498,9994,470,1973,2627,2460,5781,1928,8847,7793,185,231,468,34,46,28,71
2026-04-28,45254,5638,40244,18921,88125,66794,52609,59982,29787,70432,4872,3132,278,398,1236,5501,5959,684,948,2727,290,806,898,4,82,91,30
2026-04-29,86569,66320,56144,85128,28242,61475,96836,1666,86733,63941,7387,2584,9839,4387,9817,9050,924,7760,6055,4148,277,58,312,72,46,69,18
2026-04-30,82075,36057,15774,56957,35292,4025,54556,19779,55983,32357,8296,13,284,2330,9054,6999,6997,5730,4051,4344,6,621,473,30,19,98,74
2026-05-01,96637,93296,12155,58409,22927,29764,94519,63942,21062,69625,114,2932,581,7691,5151,1059,8554,7671,982,427,355,722,435,48,39,79,46
