date,special,prize1,prize2_1,prize2_2,prize3_1,prize3_2,prize3_3,prize3_4,prize3_5,prize3_6,prize4_1,prize4_2,prize4_3,prize4_4,prize5_1,prize5_2,prize5_3,prize5_4,prize5_5,prize5_6,prize6_1,prize6_2,prize6_3,prize7_1,prize7_2,prize7_3,prize7_4
2025-02-28,41121,38258,14387,33928,10788,93378,34048,4008,54509,50951,5402,2553,6511,5848,134,5461,2799,4136,5191,7510,397,957,93,42,79,24,91
2025-03-01,83683,77268,72648,96979,99244,25583,61832,31898,4272,92845,8413,7481,8916,1294,4691,2401,2539,9327,5421,5368,917,953,61,52,94,28,25
2025-03-02,22165,90047,57379,10285,95281,32,8492,20939,83544,99946,4147,1418,2127,8249,3202,7190,6902,2675,623,3161,360,508,405,61,5,27,11
2025-03-03,84575,28908,31140,61052,40622,44137,47357,7048,34525,30787,5668,1124,2272,4432,6553,3912,9560,3947,2502,517,274,250,148,66,93,40,8
2025-03-04,86953,76787,505,48117,80681,1946,8310,56545,27742,99613,6839,5295,7491,3228,4072,7159,8741,1896,2165,9285,457,915,312,85,39,41,47
2025-03-05,70997,95181,4894,9002,91500,72647,22556,70646,82138,10053,2461,6766,5548,8159,9003,8067,7800,5255,4697,5330,858,266,948,12,98,76,63
2025-03-06,97177,18927,80393,81810,78267,73165,8109,90268,19240,67463,6326,3318,9495,5107,9427,7971,4306,92,1872,4140,963,367,588,14,50,85,46
2025-03-07,45272,84217,89868,50973,29516,65199,15932,87144,35490,42794,1561,2321,8132,2433,508,3362,1709,2880,7231,8615,523,472,518,12,38,69,16
2025-03-08,26689,2663,44250,63215,75544,64228,1352,65746,25931,81481,8425,3409,6222,727,7498,7202,7079,3920,57,6095,350,489,23,88,29,47,15
2025-03-09,59818,5279,19975,14431,63834,90195,79896,98478,24653,58070,3288,5342,5703,431,877,2339,9162,1884,8186,4841,240,832,878,23,83,77,54
2025-03-10,2761,282,40535,29443,99646,34772,97530,751,60598,96112,8985,2951,8776,3720,1655,4673,8345,5468,5239,1601,193,965,934,63,91,64,39
2025-03-11,31235,42157,56404,94492,60510,83332,77387,92525,68607,41543,6699,7359,2732,2305,7975,5788,7694,8061,244,6762,195,154,259,24,33,17,71
2025-03-12,80738,75919,32398,19173,18076,51501,33665,84534,58882,9047,8992,944,7760,3444,8699,6203,4784,9946,4267,6685,967,76,980,72,25,57,33
2025-03-13,60881,80549,86246,66179,45058,24723,28454,4939,90609,12629,7930,2796,1905,1270,5674,1233,1225,6653,8817,8716,256,902,496,15,46,88,69
2025-03-14,32069,56222,3974,68402,16121,44765,47197,66034,75267,43928,4670,4186,3688,7278,5238,7188,31,1764,9473,2058,151,999,908,44,26,45,24
2025-03-15,97404,5695,20901,29614,33004,41163,55522,84785,6810,41485,5911,9682,1161,5011,7879,1673,8599,379,5099,1649,674,62,957,60,32,13,77
2025-03-16,53850,27446,7668,20824,67255,72738,13179,97869,4866,85504,2130,6376,5425,5528,1583,5041,7064,8833,8071,5037,414,867,595,17,82,62,19
2025-03-17,37573,84764,22471,51407,356,47786,16138,69274,19161,61875,8886,7948,6859,5450,3199,9329,9271,4271,5875,3070,468,624,195,83,34,90,78
2025-03-18,48130,66421,73844,41421,62423,46621,17961,19630,55272,97320,9526,7565,2651,1660,9130,1718,4336,9548,9052,7386,119,731,59,63,26,78,6
2025-03-19,82163,74989,42963,17526,26760,70054,89995,40054,12754,20349,8890,5706,2356,2204,2350,6801,9645,7607,1835,3540,100,86,344,17,13,40,60
2025-03-20,44025,37697,15242,79057,5226,13883,81103,30037,55390,71825,4782,3605,5314,9268,2380,4954,4843,8579,6981,3164,158,605,534,75,71,37,83
2025-03-21,4036,71107,92363,65009,22586,1720,39431,58336,83992,46715,1103,2398,8353,3891,3539,5853,6367,8610,5836,4415,522,377,348,84,80,74,44
2025-03-22,67411,76269,9566,70821,29974,44691,53443,48589,71026,30438,9683,2509,1563,5848,5399,4431,701,461,2014,170,106,938,486,6,51,15,9
2025-03-23,98613,5469,56322,53829,13992,10472,1161,58978,53099,93353,2799,8482,4224,4547,1274,232,9548,1811,3153,4237,268,170,390,31,8,54,1
2025-03-24,91988,95219,44873,37375,94217,11534,73933,67129,3110,85210,3144,7961,3132,6643,7670,1491,9005,7119,2761,1503,511,882,662,44,68,85,54
2025-03-25,69409,35561,82144,76927,85403,35835,94779,52172,9915,95439,6305,571,7116,6524,5151,9127,6209,7435,5106,8766,290,993,716,68,69,2,89
2025-03-26,23518,83150,50718,86217,17768,52124,47959,70884,83919,99487,8865,5642,4531,1031,145,4793,2803,4602,175,9609,997,225,507,76,90,22,52
2025-03-27,50960,53125,45388,51962,60799,87933,2993,71487,56155,8416,921,2517,6916,8280,3687,3338,652,2092,1231,6085,774,454,485,45,31,61,6
2025-03-28,53412,65866,60556,15741,79469,13847,68419,95252,39357,91069,3634,4854,1153,3974,8743,4994,5712,9782,822,4028,921,844,756,92,14,88,19
2025-03-29,9761,53965,39937,64731,11267,95253,18563,74291,44688,16813,3280,7200,1742,7543,4363,2283,6676,8771,8225,6371,98,704,712,9,10,76,56
2025-03-30,80716,32409,15908,6416,75283,30643,80758,44780,90000,59349,7122,566,8891,2659,4325,2582,7009,5643,4215,1479,381,872,548,25,58,85,66
2025-03-31,97315,81167,47695,84725,5263,60101,20498,75273,12491,82219,4966,4484,217,4239,8857,2298,2243,3618,2447,9836,451,827,547,6,96,43,67
2025-04-01,13371,3039,9983,61824,34313,26081,14153,94015,53335,70889,2662,5431,1297,572,1806,8998,9678,688,8849,3281,552,429,121,25,90,33,65
2025-04-02,12033,81875,97200,45677,47558,68525,26993,15892,57485,76246,9001,595,564,3128,1680,8116,1206,4850,7437,9615,872,889,543,18,69,92,57
2025-04-03,37696,83636,47676,23805,88953,22977,92031,55734,46998,56240,9699,790,4119,564,3290,9880,8707,2621,2124,4308,671,682,307,78,53,60,98
2025-04-04,16409,33878,13931,64289,73102,55935,31078,69642,10694,34450,5644,7068,4197,2659,2365,7447,439,7294,4780,3974,702,935,765,69,23,9,40
2025-04-05,60687,79644,84840,72645,59904,76186,90190,34077,16214,80475,934,5460,2647,786,2307,9246,6208,4911,13,8988,418,782,424,12,85,7,21
2025-04-06,99779,55356,64985,40310,1946,39260,95906,45810,77966,36593,3751,965,2149,312,9302,8481,785,3709,4590,3381,395,603,140,52,97,72,27
